Word,Length,Freq_HAL,Log_Freq_HAL
irresolution,12,6,1.792
irresolvable,12,12,2.485
irrespective,12,893,6.795
irresponsibility,16,564,6.335
irresponsible,13,3036,8.018
irretrievable,13,33,3.497
irreverence,11,70,4.248
irreverent,10,265,5.58
irreversible,12,1101,7.004
irreversibly,12,131,4.875
irrevocable,11,323,5.778
irrevocably,11,267,5.587
irrigate,8,70,4.248
irrigating,10,26,3.258
irrigation,10,750,6.62
irritability,12,242,5.489
irritable,9,364,5.897
irritably,9,25,3.219
irritant,8,321,5.771
irritate,8,642,6.465
irritated,9,1250,7.131
irritates,9,412,6.021
irritating,10,2247,7.717
irritation,10,1147,7.045
irritations,11,136,4.913
irruption,9,8,2.079
irruptions,10,0,0
Irving,6,2194,7.693
is,2,6474135,15.683
Isaac,5,4443,8.399
Isabel,6,518,6.25
Isaiah,6,1853,7.525
Isis,4,1398,7.243
Islam,5,12238,9.412
Islamic,7,9343,9.142
Islam's,7,133,4.89
island,6,44872,10.712
islander,8,327,5.79
islanders,9,1283,7.157
islands,7,9168,9.123
island's,8,323,5.778
isle,4,2369,7.77
isles,5,1257,7.136
islet,5,1311,7.179
isn't,5,145865,11.89
isolate,7,3142,8.053
isolated,8,7057,8.862
isolating,9,631,6.447
isolation,9,3340,8.114
isolationism,12,298,5.697
isolationist,12,279,5.631
isosceles,9,40,3.689
isothermal,10,33,3.497
isothermally,12,1,0
isotonic,8,36,3.584
isotope,7,478,6.17
isotropic,9,127,4.844
Israel,6,21007,9.953
Israeli,7,5075,8.532
Israelite,9,271,5.602
Israelites,10,869,6.767
Israel's,8,859,6.756
issuance,8,733,6.597
issue,5,117620,11.675
issued,6,14961,9.613
issues,6,82971,11.326
issuing,7,2427,7.794
Istanbul,8,1811,7.502
isthmus,7,102,4.625
it,2,4709218,15.365
Italian,7,14476,9.58
Italians,8,1021,6.929
italic,6,907,6.81
italicize,9,20,2.996
italicized,10,122,4.804
italics,7,536,6.284
Italy,5,12882,9.464
Italy's,7,155,5.043
itch,4,758,6.631
itches,6,142,4.956
itching,7,905,6.808
itchy,5,865,6.763
it'd,4,4698,8.455
item,4,35168,10.468
itemization,11,16,2.773
itemize,7,150,5.011
itemized,8,321,5.771
itemizing,9,51,3.932
items,5,49636,10.812
itinerant,9,150,5.011
itinerary,9,731,6.594
itinerate,9,5,1.609
it'll,5,14916,9.61
its,3,388805,12.871
it's,4,665860,13.409
itself,6,76297,11.242
I've,4,339236,12.734
ivies,5,41,3.714
ivory,5,10780,9.285
ivy,3,2020,7.611
jab,3,1142,7.041
jabbed,6,112,4.718
jabber,6,392,5.971
jabberings,10,8,2.079
jabbing,7,110,4.7
jabs,4,326,5.787
Jack,4,31462,10.357
jackal,6,2439,7.799
jackass,7,473,6.159
jacket,6,10208,9.231
jacketed,8,143,4.963
jackets,7,1501,7.314
Jackie,6,3841,8.253
Jackie's,8,224,5.412
jackpot,7,974,6.881
jackrabbit,10,262,5.568
jacks,5,1778,7.483
Jack's,6,935,6.841
Jackson,7,15948,9.677
Jacksonian,10,3,1.099
Jacksons,8,102,4.625
Jackson's,9,800,6.685
Jacksonville,12,2352,7.763
Jacob,5,4767,8.469
Jacobs,6,2590,7.859
Jacqueline,10,932,6.837
Jacques,7,4567,8.427
jade,4,7028,8.858
jaded,5,510,6.234
jag,3,2708,7.904
jagged,6,502,6.219
jaggedly,8,1,0
jaguar,6,6258,8.742
jail,4,9659,9.176
jailbird,8,13,2.565
jailbreak,9,47,3.85
jailed,6,1148,7.046
jailer,6,51,3.932
jails,5,559,6.326
Jake,4,6277,8.745
jalopy,6,33,3.497
jam,3,10904,9.297
Jamaica,7,2603,7.864
Jamaican,8,900,6.802
jamboree,8,336,5.817
James,5,66128,11.099
Jameson,7,607,6.409
James's,7,141,4.949
Jamestown,9,312,5.743
jammed,6,1258,7.137
jams,4,1465,7.29
Jane,4,10115,9.222
Jane's,6,872,6.771
Janet,5,6610,8.796
jangle,6,46,3.829
jangling,8,28,3.332
Janice,6,2083,7.642
Janis,5,893,6.795
janissary,9,15,2.708
janitor,7,573,6.351
janitors,8,185,5.22
janitor's,9,36,3.584
January,7,35672,10.482
January's,9,98,4.585
Japan,5,39230,10.577
Japanese,8,44955,10.713
jar,3,2937,7.985
jargon,6,1633,7.398
jarred,6,185,5.22
jarring,7,311,5.74
jars,4,1186,7.078
jasmine,7,2322,7.75
Jason,5,28918,10.272
jasper,6,1064,6.97
jaundice,8,268,5.591
jaunt,5,132,4.883
jaunty,6,50,3.912
Java,4,9284,9.136
javelin,7,246,5.505
jaw,3,2302,7.742
jawbone,7,77,4.344
jawbreaker,10,150,5.011
jaws,4,1546,7.343
jay,3,17005,9.741
Jaycee,6,20,2.996
jaywalk,7,16,2.773
jazz,4,13759,9.529
jazzy,5,757,6.629
jealous,7,3341,8.114
jealousies,10,58,4.06
jealously,9,132,4.883
jealousy,8,1497,7.311
Jeannie,7,352,5.864
jeans,5,4240,8.352
Jeb,3,316,5.756
Jed's,5,106,4.663
jeep,4,2639,7.878
jeepers,7,113,4.727
jeer,4,69,4.234
jeers,5,94,4.543
Jeff,4,41843,10.642
Jefferson,9,5724,8.652
Jeffersonian,12,116,4.754
Jeffersonians,13,8,2.079
Jefferson's,11,313,5.746
Jehovah,7,831,6.723
Jehovah's,9,693,6.541
jellies,7,95,4.554
jello,5,1004,6.912
jelly,5,2029,7.615
jellyfish,9,413,6.023
Jena,4,197,5.283
Jennie's,8,8,2.079
Jennifer,8,9264,9.134
Jenny,5,3136,8.051
Jenny's,7,296,5.69
jeopardize,10,501,6.217
jeopardizing,12,151,5.017
jeopardy,8,1024,6.931
Jeremiah,8,1450,7.279
jerk,4,4772,8.471
jerked,6,1130,7.03
jerking,7,986,6.894
jerks,5,2066,7.633
jerky,5,1281,7.155
Jerry,5,19659,9.886
Jerry's,7,853,6.749
jersey,6,15381,9.641
jersey's,8,169,5.13
Jerusalem,9,4742,8.464
Jesse,5,5796,8.665
Jessica,7,2614,7.869
Jessica's,9,148,4.997
Jessie,6,1080,6.985
Jess's,6,30,3.401
jest,4,2158,7.677
jester,6,880,6.78
jesting,7,29,3.367
Jesuit,6,350,5.858
Jesuits,7,180,5.193
Jesus,5,36735,10.511
Jesus's,7,311,5.74
jet,3,12298,9.417
jetliners,9,17,2.833
jets,4,3232,8.081
jetsam,6,86,4.454
jetting,7,142,4.956
jetty,5,98,4.585
Jew,3,5598,8.63
jewel,5,1980,7.591
jeweled,7,2293,7.738
jeweler,7,201,5.303
jeweler's,9,42,3.738
jewelled,8,272,5.606
jewelry,7,6135,8.722
jewels,6,933,6.838
Jewish,6,26303,10.177
Jewishness,10,215,5.371
Jews,4,25158,10.133
Jezebel,7,239,5.476
jib,3,220,5.394
jiffy,5,235,5.46
jig,3,887,6.788
jigger,6,17,2.833
jiggle,6,247,5.509
jiggling,8,181,5.198
jiggly,6,23,3.135
jigsaw,6,415,6.028
jihad,5,4827,8.482
jilt,4,0,0
jilted,6,81,4.394
Jim,3,63481,11.058
jiminy,6,172,5.147
jimmied,7,6,1.792
Jimmy,5,8167,9.008
Jim's,5,1020,6.928
jingle,6,439,6.084
jingled,7,9,2.197
jingling,8,45,3.807
jinx,4,491,6.196
jitterbug,9,120,4.787
jitters,7,145,4.977
jittery,7,143,4.963
jive,4,691,6.538
jiving,6,23,3.135
Jo,2,6909,8.841
Joanne,6,1853,7.525
Joan's,6,128,4.852
job,3,152135,11.933
jobless,7,293,5.68
joblessness,11,48,3.871
jobs,4,42367,10.654
jock,4,947,6.853
jockey,6,916,6.82
jockeying,9,79,4.369
jockstrap,9,59,4.078
jocose,6,1,0
jocosity,8,0,0
jocular,7,60,4.094
jocularity,10,6,1.792
jocularly,9,11,2.398
jocund,6,1,0
jocundity,9,0,0
Joe,3,53952,10.896
Joel,4,14485,9.581
Joel's,6,507,6.229
Joe's,5,1854,7.525
Joey,4,3282,8.096
jog,3,656,6.486
jogger,6,638,6.458
joggle,6,3,1.099
jogs,4,66,4.19
Johannesburg,12,629,6.444
John,4,181799,12.111
Johnny,6,8227,9.015
John's,6,3835,8.252
Johnson,7,24424,10.103
join,4,43729,10.686
joined,6,11088,9.314
joiner,6,169,5.13
joiners,7,66,4.19
joining,7,8226,9.015
joins,5,1998,7.6
joint,5,14742,9.598
jointly,7,1489,7.306
joints,6,2892,7.97
joist,5,52,3.951
joke,4,20262,9.917
joked,5,426,6.054
joker,5,1779,7.484
jokers,6,295,5.687
jokes,5,7331,8.9
joking,6,2630,7.875
jolly,5,1768,7.478
jollying,8,4,1.386
jolt,4,817,6.706
jolting,7,85,4.443
jolty,5,1,0
Jonah,5,1759,7.473
Jonathan,8,14792,9.602
Jonathan's,10,152,5.024
Jones,5,24432,10.104
jonquil,7,9,2.197
Jordan,6,11196,9.323
Jose,4,21237,9.964
Joseph,6,23402,10.061
Joseph's,8,495,6.205
josh,4,5867,8.677
Joshua,6,6517,8.782
Josiah,6,296,5.69
joss,4,126,4.836
jostle,6,46,3.829
jot,3,541,6.293
jotted,6,81,4.394
jotting,7,50,3.912
joule,5,97,4.575
journal,7,29244,10.283
journalism,10,3125,8.047
journalist,10,4043,8.305
journalists,11,4382,8.385
journals,8,5686,8.646
journey,7,6722,8.813
journeyed,9,118,4.771
journeyman,10,620,6.43
journeys,8,589,6.378
journey's,9,143,4.963
joust,5,921,6.825
jovial,6,1679,7.426
joviality,9,8,2.079
Jovian,6,355,5.872
jowl,4,12,2.485
jowls,5,50,3.912
joy,3,11703,9.368
Joyce,5,2483,7.817
joyful,6,569,6.344
joyfully,8,175,5.165
joyous,6,459,6.129
joyously,8,51,3.932
joyride,7,125,4.828
joys,4,1001,6.909
joystick,8,6938,8.845
Juan,4,5780,8.662
Juanita,7,143,4.963
Juanita's,9,12,2.485
jubilant,8,59,4.078
jubilation,10,103,4.635
jubilee,7,978,6.886
Judah,5,616,6.423
Judaic,6,268,5.591
Judaism,7,7323,8.899
Judas,5,1113,7.015
Jude,4,1018,6.926
Judea,5,346,5.846
judge,5,28177,10.246
judged,6,3738,8.226
judgement,9,8855,9.089
judges,6,7640,8.941
judge's,7,665,6.5
judgeship,9,18,2.89
judging,7,5485,8.61
judgment,8,6301,8.748
judicial,8,4488,8.409
judiciaries,11,8,2.079
judiciary,9,1986,7.594
judicious,9,333,5.808
Judith,6,2065,7.633
judo,4,1259,7.138
Judy,4,4770,8.47
jug,3,837,6.73
juggernaut,10,3632,8.198
juggle,6,1115,7.017
juggling,8,1491,7.307
jugular,7,149,5.004
juice,5,7653,8.943
juices,6,2091,7.645
juiciest,8,28,3.332
juicy,5,1274,7.15
jujitsu,7,188,5.236
juke,4,189,5.242
jukebox,7,692,6.54
julep,5,42,3.738
juleps,6,24,3.178
Julia,5,4034,8.303
Julian,6,5736,8.655
Julie,5,6342,8.755
Juliet,6,919,6.823
Julius,6,1280,7.155
July,4,23456,10.063
jumble,6,238,5.472
jumbled,7,307,5.727
jumbo,5,2181,7.688
jump,4,26855,10.198
jumped,6,6075,8.712
jumper,6,5765,8.66
jumping,7,8464,9.044
jumps,5,5179,8.552
jumpy,5,290,5.67
junction,8,2358,7.766
juncture,8,466,6.144
junctures,9,24,3.178
June,4,28477,10.257
Jungian,7,218,5.384
jungle,6,5505,8.613
jungles,7,336,5.817
junior,6,10114,9.222
juniors,7,646,6.471
junior's,8,117,4.762
juniper,7,546,6.303
junk,4,12375,9.423
junkie,6,1108,7.01
junkies,7,701,6.553
junks,5,117,4.762
Juno,4,449,6.107
junta,5,671,6.509
Jupiter,7,3153,8.056
juridical,9,102,4.625
juries,6,709,6.564
jurisdiction,12,4137,8.328
jurisdictional,14,131,4.875
jurisdictions,13,745,6.613
jurisprudence,13,346,5.846
jurisprudent,12,2,0.693
jurisprudentially,17,7,1.946
jurist,6,104,4.644
jurists,7,183,5.209
juror,5,295,5.687
jurors,6,580,6.363
jury,4,7008,8.855
just,4,1020539,13.836
justice,7,31679,10.363
justices,8,847,6.742
justice's,9,74,4.304
justifiable,11,1117,7.018
justifiably,11,459,6.129
justification,13,5513,8.615
justifications,14,645,6.469
justified,9,6062,8.71
justify,7,10441,9.253
justifying,10,1133,7.033
Justine,7,645,6.469
Justinian,9,75,4.317
justly,6,518,6.25
justness,8,12,2.485
jutting,7,217,5.38
juvenile,8,2033,7.617
juxtapose,9,1461,7.287
juxtaposed,10,121,4.796
juxtaposition,13,273,5.609
kaboom,6,421,6.043
Kafka,5,338,5.823
kaiser,6,1940,7.57
kaisers,7,29,3.367
kaiser's,8,37,3.611
kale,4,795,6.678
kaleidoscope,12,173,5.153
Kali,4,2046,7.624
kamikaze,8,305,5.72
kangaroo,8,818,6.707
Kansas,6,9009,9.106
Kant,4,1458,7.285
kappa,5,1180,7.073
kaput,5,170,5.136
karate,6,2243,7.716
Karen,5,12728,9.452
karma,5,5340,8.583
Kashmir,7,2331,7.754
Kate,4,6463,8.774
Kate's,6,395,5.979
Katherine,9,2593,7.861
Katherine's,11,79,4.369
Kathleen,8,2496,7.822
Kathy,5,5166,8.55
Katie,5,1824,7.509
Katie's,7,96,4.564
katydid,7,9,2.197
kayak,5,900,6.802
kazoo,5,148,4.997
keel,4,639,6.46
keelhaul,8,3,1.099
keen,4,3441,8.144
keenest,7,28,3.332
keening,7,35,3.555
keenly,6,259,5.557
keep,4,183906,12.122
keeper,6,8008,8.988
keeping,7,26730,10.194
keeps,5,20279,9.917
keepsake,8,152,5.024
keg,3,1152,7.049
kegful,6,0,0
kegs,4,454,6.118
Keith,5,17774,9.785
Keith's,7,226,5.421
Kelly,5,14963,9.613
kelp,4,1913,7.556
Kelvin,6,2188,7.691
Ken,3,30457,10.324
Kennedy,7,9981,9.208
Kennedy's,9,969,6.876
kennel,6,2746,7.918
Kenneth,7,8804,9.083
kenning,7,8,2.079
keno,4,210,5.347
Kent,4,7865,8.97
Kentucky,8,5026,8.522
Kenya,5,1317,7.183
Kepler,6,412,6.021
kept,4,38548,10.56
kerchief,8,50,3.912
kernel,6,33865,10.43
kernels,7,2417,7.79
kerosene,8,580,6.363
ketches,7,2,0.693
ketchup,7,1081,6.986
kettle,6,1499,7.313
kettledrum,10,8,2.079
key,3,95993,11.472
keyboard,8,35312,10.472
keyboarding,11,272,5.606
keyed,5,687,6.532
keyhole,7,250,5.521
keyless,7,108,4.682
keynote,7,1489,7.306
keynotes,8,13,2.565
keypunch,8,52,3.951
keys,4,32828,10.399
keystone,8,920,6.824
khaki,5,198,5.288
khan,4,4477,8.407
Khmer,5,1054,6.96
kibbutz,7,150,5.011
kibbutzim,9,53,3.97
kick,4,19877,9.897
kickback,8,171,5.142
kickbacks,9,142,4.956
kicked,6,7110,8.869
kicker,6,1089,6.993
kicking,7,4347,8.377
kickoff,7,255,5.541
kicks,5,5256,8.567
kid,3,20833,9.944
kidded,6,45,3.807
kidder,6,188,5.236
kidding,7,7305,8.896
kiddy,5,286,5.656
kidnap,6,626,6.439
kidnapped,9,1295,7.166
kidnapper,9,61,4.111
kidnappers,10,553,6.315
kidnapping,10,1190,7.082
kidney,6,2471,7.812
kidneys,7,864,6.762
kids,4,49811,10.816
kid's,5,1414,7.254
kill,4,70815,11.168
killable,8,33,3.497
killed,6,35249,10.47
killer,6,13599,9.518
killers,7,2923,7.98
killing,7,23335,10.058
killjoy,7,112,4.718
kills,5,6431,8.769
kiln,4,192,5.257
kilo,4,566,6.339
kilogram,8,291,5.673
kilohertz,9,44,3.784
kilometer,9,396,5.981
kilometers,10,1572,7.36
kiloton,7,35,3.555
kilowatt,8,131,4.875
kilowatts,9,55,4.007
kilt,4,428,6.059
kilts,5,182,5.204
kimono,6,140,4.942
kin,3,1679,7.426
kind,4,131849,11.789
kinder,6,1010,6.918
kindergarten,12,1091,6.995
kindest,7,312,5.743
kindle,6,106,4.663
kindled,7,181,5.198
kindliness,10,4,1.386
kindly,6,5433,8.6
kindness,8,2295,7.738
kindnesses,10,15,2.708
kindred,7,1866,7.532
kinds,5,20788,9.942
kinesthetic,11,83,4.419
kinesthetically,15,7,1.946
kinetic,7,1449,7.279
kinfolk,7,110,4.7
king,4,52583,10.87
kingdom,7,14254,9.565
kingdoms,8,1165,7.06
kingfisher,10,104,4.644
kingpin,7,363,5.894
kings,5,7674,8.946
kink,4,706,6.56
kinky,5,1591,7.372
kinsfolk,8,17,2.833
kinship,7,669,6.506
kinsman,7,114,4.736
kinswoman,9,3,1.099
kiosk,5,430,6.064
Kipling,7,587,6.375
Kirk,4,9112,9.117
kiss,4,12848,9.461
kissed,6,4684,8.452
kisser,6,451,6.111
kisses,6,2392,7.78
kissing,7,3889,8.266
kit,3,24866,10.121
kitchen,7,9720,9.182
kitchenette,11,64,4.159
kitchens,8,388,5.961
kite,4,2346,7.76
kits,4,7216,8.884
kitten,6,2238,7.713
kittenish,9,22,3.091
kittens,7,1632,7.398
kitty,5,4116,8.323
kitty's,7,198,5.288
Kiwanis,7,93,4.533
kiwi,4,1394,7.24
Klaus,5,2088,7.644
Kleenex,7,382,5.945
kleptomania,11,16,2.773
kleptomaniac,12,24,3.178
knack,5,630,6.446
knapsack,8,186,5.226
knave,5,147,4.99
knavery,7,2,0.693
knead,5,463,6.138
knee,4,7176,8.878
kneecap,7,159,5.069
kneel,5,733,6.597
kneeled,7,240,5.481
kneeling,8,1003,6.911
kneels,6,182,5.204
knees,5,9040,9.109
knelt,5,1175,7.069
knew,4,56518,10.942
knickerbocker,13,106,4.663
knickerbockers,14,16,2.773
knickers,8,457,6.125
knife,5,7120,8.871
knifelike,9,2,0.693
knife's,7,10,2.303
knight,6,18286,9.814
knighthood,10,121,4.796
knightly,8,36,3.584
knights,7,7495,8.922
knit,4,1112,7.014
knitted,7,220,5.394
knitting,8,1088,6.992
knitwear,8,64,4.159
knives,6,2722,7.909
knob,4,2049,7.625
knobble,7,0,0
knobbly,7,14,2.639
knobby,6,98,4.585
knobs,5,1088,6.992
knock,5,6912,8.841
knockdown,9,157,5.056
knocked,7,4110,8.321
knocker,7,45,3.807
knocking,8,2445,7.802
knockout,8,405,6.004
knocks,6,1218,7.105
knoll,5,530,6.273
knot,4,2001,7.601
knothole,8,57,4.043
knots,5,1777,7.483
knotted,7,221,5.398
knotty,6,74,4.304
know,4,800100,13.592
knoweth,7,103,4.635
knowing,7,23913,10.082
knowingly,9,2581,7.856
knowledge,9,83911,11.338
knowledgeable,13,5076,8.532
known,5,84923,11.35
knows,5,66802,11.109
Knoxville,9,1704,7.441
knuckle,7,664,6.498
knuckleball,11,16,2.773
knuckled,8,60,4.094
knuckles,8,842,6.736
koala,5,797,6.681
Kodiak,6,263,5.572
Koran,5,991,6.899
Korea,5,9146,9.121
Korean,6,8313,9.026
Koreans,7,2113,7.656
kosher,6,1651,7.409
Krakatoa,8,48,3.871
kraut,5,134,4.898
krautheads,10,0,0
krauts,6,41,3.714
Kremlin,7,365,5.9
Krishna,7,2331,7.754
kudos,5,1103,7.006
kumquat,7,56,4.025
Kurt,4,10349,9.245
Kuwait,6,2871,7.962
lab,3,24767,10.117
label,5,22957,10.041
labeled,7,4375,8.384
labeling,8,1343,7.203
labelled,8,2544,7.841
labels,6,8378,9.033
labial,6,78,4.357
labile,6,17,2.833
labor,5,18853,9.844
laboratories,12,5440,8.602
laboratory,10,16623,9.719
labored,7,292,5.677
laborer,7,205,5.323
laborers,8,506,6.227
laborious,9,199,5.293
labors,6,419,6.038
labor's,7,116,4.754
Labrador,8,1214,7.102
labyrinth,9,1122,7.023
lace,4,3285,8.097
laced,5,1190,7.082
lacerate,8,8,2.079
lacerated,9,55,4.007
laceration,10,47,3.85
lacerations,11,88,4.477
laces,5,1181,7.074
lack,4,41016,10.622
lackadaisical,13,35,3.555
lacked,6,1560,7.352
lackey,6,533,6.279
lackeys,7,357,5.878
lacking,7,5997,8.699
lacks,5,3970,8.287
lacquer,7,333,5.808
lacquered,9,38,3.638
lacrosse,8,312,5.743
lactate,7,153,5.03
lactating,9,177,5.176
lactation,9,301,5.707
lactic,6,420,6.04
lactose,7,643,6.466
lacy,4,759,6.632
lad,3,2329,7.753
ladder,6,2970,7.996
laddie,6,117,4.762
laden,5,599,6.395
ladies,6,8502,9.048
ladle,5,159,5.069
lads,4,598,6.394
lad's,5,45,3.807
lady,4,25980,10.165
ladybird,8,79,4.369
ladybug,7,140,4.942
ladylike,8,44,3.784
lady's,6,564,6.335
ladyship,8,127,4.844
lag,3,2677,7.892
lager,5,1081,6.986
lagers,6,329,5.796
laggard,7,18,2.89
lagged,6,297,5.694
lagoon,6,668,6.504
lagoons,7,50,3.912
lags,4,379,5.938
laguna,6,940,6.846
laid,4,9979,9.208
lain,4,1380,7.23
lair,4,1488,7.305
laird,5,860,6.757
lairs,5,116,4.754
laity,5,163,5.094
lake,4,21614,9.981
lakes,5,3785,8.239
Lama,4,1472,7.294
lamb,4,3444,8.144
lambast,7,56,4.025
lambs,5,832,6.724
lambskin,8,31,3.434
lame,4,7593,8.935
lament,6,699,6.55
lamentation,11,117,4.762
lamentations,12,187,5.231
laments,7,170,5.136
laminate,8,253,5.533
laminated,9,467,6.146
laminating,10,39,3.664
lamp,4,6657,8.803
lamplight,9,18,2.89
lamplighter,11,88,4.477
lampoon,7,234,5.455
lamppost,8,57,4.043
lamprey,7,50,3.912
lamps,5,1586,7.369
lampshade,9,80,4.382
Lancaster,9,2623,7.872
lance,5,7263,8.891
lanced,6,59,4.078
lancer,6,390,5.966
lances,6,150,5.011
land,4,75075,11.226
landed,6,4427,8.395
lander,6,683,6.526
landfall,8,87,4.466
landholder,10,14,2.639
landing,7,7575,8.933
landings,8,1055,6.961
landlady,8,127,4.844
landless,8,151,5.017
landlocked,10,119,4.779
landlord,8,1115,7.017
landlords,9,843,6.737
landlubber,10,4,1.386
landmark,8,1392,7.238
landmarks,9,455,6.12
landmine,8,78,4.357
landowner,9,198,5.288
landowners,10,538,6.288
landrover,9,38,3.638
lands,5,15277,9.634
land's,6,1729,7.455
landscape,9,3305,8.103
landscaped,10,128,4.852
landscapes,10,583,6.368
landscaping,11,302,5.71
landslide,9,432,6.068
landslides,10,60,4.094
lane,4,14139,9.557
lanes,5,2013,7.607
langsyne,8,0,0
language,8,97874,11.491
languages,9,28466,10.256
languid,7,55,4.007
languish,8,103,4.635
languished,10,108,4.682
languishing,11,147,4.99
languor,7,10,2.303
lank,4,30,3.401
lanky,5,114,4.736
lanolin,7,134,4.898
lantern,7,2064,7.632
lanterns,8,196,5.278
lanyard,7,109,4.691
Laos,4,1572,7.36
Laotian,7,204,5.318
Laotians,8,40,3.689
lap,3,6364,8.758
lapdog,6,34,3.526
lapel,5,239,5.476
lapels,6,87,4.466
lapidary,8,81,4.394
lapped,6,371,5.916
lapping,7,380,5.94
laps,4,1959,7.58
lapse,5,1455,7.283
lapsed,6,246,5.505
lapses,6,385,5.953
lapsing,7,49,3.892
larceny,7,136,4.913
lard,4,602,6.4
larder,6,31,3.434
Laredo,6,207,5.333
large,5,134354,11.808
largely,7,9463,9.155
larger,6,34250,10.441
largesse,8,127,4.844
largest,7,19979,9.902
lark,4,659,6.491
larks,5,71,4.263
larkspur,8,244,5.497
Larry,5,27380,10.218
larva,5,1479,7.299
larvae,6,2121,7.66
larval,6,134,4.898
laryngitis,10,37,3.611
larynx,6,109,4.691
lasagna,7,236,5.464
lascivious,10,1053,6.959
laser,5,16120,9.688
lash,4,649,6.475
lashed,6,349,5.855
lashes,6,480,6.174
lashing,7,301,5.707
lashings,8,35,3.555
lass,4,725,6.586
lasses,6,74,4.304
lassie,6,374,5.924
lasso,5,181,5.198
last,4,291284,12.582
lasted,6,3716,8.22
lasting,7,3399,8.131
lastly,6,3763,8.233
lasts,5,2993,8.004
latch,5,1279,7.154
latched,7,324,5.781
latches,7,381,5.943
latchkey,8,41,3.714
late,4,55030,10.916
latecomer,9,48,3.871
lately,6,13220,9.489
latency,7,1166,7.061
latent,6,902,6.805
later,5,108034,11.59
lateral,7,1979,7.59
latest,6,53298,10.884
latex,5,7715,8.951
lath,4,61,4.111
lathe,5,591,6.382
lather,6,376,5.93
lathered,8,100,4.605
lathes,6,137,4.92
Latin,5,11622,9.361
Latinize,8,0,0
latitude,8,2865,7.96
latitudes,9,404,6.001
latrine,7,87,4.466
latter,6,17819,9.788
